isbn,title,author,publisher,publicationDate,registrationDate
9788966262281,이펙티브 자바 3/E,죠슈아블로크,프로그래밍인사이트,2018-11-01
9791158391409,오브젝트,조영호,위키북스,2019-06-17
9791162245262,헤드 퍼스트 디자인 패턴,에릭프리먼,한빛미디어,2022-03-16,
9788968482984,7가지 동시성 모델,폴부처,한빛미디어,2016-07-15
9791188754588,브라질에 비가 내리면 스타벅스 주식을 사라,피터나바로,에프엔미디어,2022-04-25
9791158741891,나는 어떻게 행복할 수 있는가,장재형,미디어숲,2023-04-20
